,eta,calorie
7120,27,2835
7121,64,2227
7122,23,2626
7123,24,2425
7124,36,2591
7125,34,2075
7126,51,2485
7127,60,1816
7128,40,2354
7129,31,2170
7130,36,2509
7131,60,2137
7132,40,2220
7133,53,2196
7134,50,2048
7135,40,2324
7136,68,1904
7137,43,2093
7138,65,2232
7139,35,2529
7140,23,2593
7141,33,2018
7142,19,2657
7143,43,2148
7144,51,2414
7145,20,2631
7146,57,2128
7147,34,2547
7148,24,2726
7149,61,1850
7150,47,2245
7151,40,2136
7152,27,2350
7153,49,2262
7154,43,2430
7155,61,2207
7156,25,2825
7157,38,2450
7158,31,2074
7159,57,2371
7160,32,2084
7161,50,2092
7162,36,2228
7163,18,2511
7164,68,1859
7165,18,2680
7166,67,2034
7167,66,1897
7168,56,2173
7169,57,2078
7170,24,2420
7171,19,2837
7172,56,2154
7173,18,2473
7174,20,2815
7175,33,2547
7176,69,2060
7177,50,2085
7178,37,2209
7179,55,2146
7180,37,2575
7181,55,2176
7182,44,2393
7183,69,2202
7184,57,2303
7185,60,2116
7186,41,2467
7187,55,2259
7188,43,2243
7189,56,2310
7190,39,2437
7191,19,2378
7192,40,2243
7193,33,2459
7194,70,2191
7195,63,2188
7196,19,2735
7197,63,2180
7198,60,2259
7199,33,2091
7200,42,2275
7201,34,2209
7202,34,2589
7203,19,2835
7204,28,2845
7205,49,2033
7206,52,2327
7207,26,2630
7208,47,2105
7209,69,2213
7210,29,2662
7211,59,2233
7212,64,2227
7213,67,2267
7214,35,2008
7215,52,2382
7216,34,2568
7217,41,2482
7218,28,2873
7219,21,2883
7220,61,2126
7221,19,2385
7222,23,2730
7223,66,2192
7224,60,2275
7225,35,2115
7226,57,2118
7227,69,1933
7228,29,2700
7229,31,2346
7230,22,2885
7231,30,2240
7232,61,1932
7233,17,2606
7234,53,2057
7235,29,2436
7236,35,2213
7237,23,2493
7238,56,2244
7239,21,2351
7240,60,2148
7241,59,2203
7242,59,2384
7243,49,2236
7244,50,2077
7245,35,2042
7246,54,2304
7247,67,2215
7248,31,2150
7249,58,2258
7250,48,2382
7251,51,2318
7252,46,2335
7253,61,2159
7254,55,2156
7255,59,2337
7256,34,2318
7257,60,2252
7258,62,2196
7259,33,2147
7260,42,2154
7261,24,2533
7262,65,2186
7263,31,2141
7264,27,2625
7265,53,2398
7266,36,2330
7267,62,2112
7268,54,2122
7269,26,2368
7270,30,2164
7271,27,2307
7272,70,2073
7273,64,1888
7274,17,2582
7275,33,2019
7276,39,2228
7277,50,2243
7278,55,2106
7279,53,2429
7280,52,2107
7281,56,2383
7282,25,2810
7283,31,2369
7284,21,2380
7285,66,1987
7286,58,2219
7287,34,2210
7288,20,2638
7289,49,2157
7290,46,2348
7291,21,2563
7292,45,2029
7293,45,2479
7294,31,2594
7295,29,2367
7296,20,2485
7297,35,2421
7298,39,2398
7299,58,2085
7300,68,1833
7301,66,1815
7302,69,2283
7303,40,2141
7304,56,2273
7305,62,1830
7306,28,2424
7307,42,2258
7308,29,2623
7309,19,2582
7310,39,2117
7311,70,2094
7312,47,2128
7313,55,2032
7314,26,2847
7315,36,2289
7316,61,1842
7317,56,2414
7318,18,2766
7319,58,2030
7320,56,2221
7321,53,2325
7322,55,2003
7323,64,2116
7324,26,2384
7325,39,2192
7326,48,2420
7327,28,2508
7328,49,2462
7329,31,2260
7330,24,2773
7331,60,1975
7332,22,2333
7333,30,2208
7334,37,2073
7335,46,2403
7336,70,2253
7337,44,2251
7338,68,2232
7339,52,2212
7340,64,1853
7341,53,2031
7342,24,2789
7343,55,2496
7344,23,2351
7345,54,2030
7346,38,2071
7347,18,2866
7348,31,2439
7349,70,2154
7350,52,2006
7351,21,2872
7352,18,2608
7353,45,2108
7354,18,2435
7355,23,2388
7356,51,2091
7357,26,2610
7358,48,2342
7359,63,2131
7360,68,2014
7361,68,1994
7362,42,2298
7363,22,2739
7364,42,2476
7365,50,2280
7366,64,2278
7367,63,2260
7368,36,2397
7369,36,2133
7370,37,2119
7371,28,2895
7372,18,2872
7373,25,2856
7374,40,2067
7375,28,2397
7376,22,2688
7377,57,2287
7378,57,2284
7379,54,2057
7380,27,2843
7381,46,2123
7382,32,2136
7383,38,2301
7384,54,2196
7385,20,2437
7386,20,2676
7387,17,2687
7388,64,1800
7389,29,2302
7390,36,2471
7391,22,2669
7392,24,2469
7393,40,2454
7394,52,2070
7395,65,2300
7396,47,2498
7397,28,2422
7398,41,2032
7399,59,2328
7400,19,2565
7401,65,1902
7402,69,1969
7403,49,2180
7404,17,2696
7405,46,2252
7406,56,2028
7407,19,2499
7408,24,2438
7409,33,2228
7410,65,2238
7411,38,2199
7412,22,2422
7413,49,2204
7414,37,2272
7415,37,2428
7416,51,2482
7417,47,2096
7418,31,2042
7419,40,2072
7420,28,2835
7421,31,2462
7422,45,2118
7423,48,2211
7424,47,2223
7425,69,2135
7426,20,2778
7427,55,2100
7428,47,2283
7429,23,2816
7430,38,2241
7431,48,2128
7432,62,1966
7433,38,2164
7434,50,2400
7435,34,2259
7436,33,2107
7437,35,2287
7438,21,2308
7439,41,2366
7440,49,2149
7441,41,2271
7442,50,2441
7443,28,2659
7444,32,2295
7445,49,2433
7446,19,2724
7447,31,2103
7448,35,2520
7449,34,2039
7450,41,2132
7451,67,2031
7452,57,2245
7453,68,2134
7454,39,2209
7455,60,1963
7456,45,2313
7457,34,2350
7458,49,2351
7459,50,2057
7460,54,2437
7461,33,2072
7462,41,2120
7463,39,2046
7464,20,2436
7465,53,2002
7466,40,2154
7467,38,2307
7468,33,2026
7469,23,2485
7470,59,2221
7471,17,2371
7472,54,2066
7473,25,2625
7474,50,2182
7475,51,2354
7476,49,2444
7477,17,2627
7478,57,2125
7479,39,2298
7480,21,2532
7481,70,2126
7482,27,2577
7483,49,2380
7484,28,2868
7485,23,2516
7486,22,2842
7487,66,1922
7488,31,2430
7489,67,2002
7490,38,2355
7491,25,2510
7492,31,2501
7493,45,2471
7494,46,2401
7495,17,2758
7496,27,2397
7497,63,2114
7498,57,2227
7499,25,2838
7500,31,2425
7501,31,2454
7502,40,2073
7503,56,2413
7504,21,2479
7505,48,2265
7506,32,2020
7507,68,1868
7508,29,2687
7509,19,2649
7510,50,2261
7511,50,2006
7512,43,2090
7513,62,1866
7514,68,1800
7515,70,2049
7516,17,2792
7517,57,2125
7518,31,2157
7519,35,2349
7520,31,2472
7521,33,2090
7522,25,2694
7523,70,2220
7524,21,2524
7525,20,2832
7526,61,1877
7527,25,2397
7528,25,2657
7529,39,2518
7530,33,2427
7531,23,2483
7532,19,2558
7533,34,2013
7534,69,2264
7535,61,2252
7536,68,2059
7537,46,2280
7538,24,2759
7539,57,2061
7540,33,2095
7541,45,2486
7542,53,2041
7543,22,2755
7544,60,2034
7545,24,2612
7546,61,1867
7547,59,2194
7548,37,2126
7549,20,2398
7550,46,2419
7551,50,2234
7552,49,2007
7553,30,2283
7554,63,2284
7555,20,2441
7556,29,2457
7557,26,2881
7558,36,2256
7559,19,2516
7560,20,2561
7561,42,2211
7562,38,2367
7563,32,2446
7564,23,2623
7565,60,2261
7566,36,2397
7567,36,2587
7568,26,2398
7569,69,2028
7570,38,2237
7571,45,2073
7572,56,2195
7573,68,1903
7574,52,2221
7575,50,2181
7576,43,2161
7577,64,2242
7578,60,2043
7579,26,2684
7580,21,2871
7581,22,2509
7582,43,2409
7583,40,2192
7584,56,2314
7585,65,1858
7586,25,2610
7587,53,2166
7588,65,2212
7589,25,2804
7590,37,2167
7591,54,2421
7592,28,2535
7593,35,2549
7594,41,2485
7595,59,2246
7596,27,2308
7597,65,2220
7598,49,2029
7599,52,2199
7600,65,2010
7601,19,2462
7602,31,2423
7603,32,2490
7604,51,2040
7605,23,2848
7606,56,2439
7607,70,2266
7608,44,2229
7609,54,2110
7610,46,2315
7611,46,2408
7612,21,2647
7613,27,2785
7614,42,2351
7615,65,1954
7616,17,2600
7617,21,2363
7618,58,2074
7619,59,2018
7620,29,2505
7621,67,1912
7622,37,2321
7623,21,2426
7624,63,1809
7625,17,2522
7626,34,2307
7627,51,2180
7628,54,2004
7629,19,2870
7630,59,2082
7631,46,2012
7632,68,1881
7633,42,2117
7634,61,2167
7635,29,2363
7636,59,2169
7637,68,2113
7638,61,1997
7639,21,2607
7640,67,2089
7641,64,2098
7642,17,2876
7643,26,2815
7644,40,2133
7645,34,2040
7646,65,1858
7647,59,2367
7648,66,1966
7649,43,2358
7650,56,2065
7651,36,2584
7652,40,2264
7653,53,2270
7654,53,2495
7655,38,2063
7656,65,2139
7657,24,2576
7658,44,2421
7659,20,2423
7660,60,2280
7661,43,2485
7662,20,2620
7663,45,2259
7664,31,2353
7665,68,2062
7666,29,2402
7667,25,2721
7668,57,2096
7669,22,2882
7670,66,1948
7671,24,2459
7672,46,2492
7673,17,2740
7674,23,2488
7675,19,2876
7676,52,2483
7677,53,2422
7678,29,2657
7679,49,2255
7680,20,2686
7681,63,1978
7682,62,1923
7683,31,2382
7684,27,2803
7685,33,2185
7686,56,2291
7687,48,2291
7688,55,2063
7689,25,2379
7690,34,2320
7691,36,2453
7692,48,2012
7693,29,2885
7694,44,2495
7695,21,2777
7696,24,2355
7697,38,2513
7698,18,2756
7699,32,2294
7700,33,2427
7701,27,2567
7702,64,1980
7703,23,2424
7704,31,2044
7705,62,1992
7706,47,2326
7707,37,2307
7708,21,2661
7709,35,2107
7710,26,2696
7711,30,2565
7712,47,2495
7713,51,2064
7714,47,2027
7715,47,2310
7716,31,2474
7717,62,2102
7718,28,2845
7719,30,2489
7720,29,2424
7721,29,2330
7722,52,2357
7723,38,2186
7724,26,2594
7725,28,2813
7726,70,1990
7727,60,1989
7728,35,2062
7729,17,2313
7730,24,2576
7731,69,1988
7732,54,2465
7733,51,2247
7734,28,2888
7735,49,2421
7736,32,2347
7737,58,2083
7738,29,2436
7739,69,2064
7740,39,2088
7741,52,2448
7742,26,2458
7743,68,1857
7744,29,2799
7745,27,2578
7746,45,2085
7747,64,2246
7748,62,2296
7749,65,2128
7750,31,2094
7751,49,2124
7752,60,2045
7753,24,2381
7754,60,2147
7755,62,2055
7756,58,2306
7757,43,2354
7758,26,2337
7759,32,2003
7760,39,2527
7761,32,2178
7762,64,1812
7763,70,1875
7764,62,2253
7765,33,2006
7766,56,2111
7767,28,2516
7768,17,2393
7769,27,2897
7770,63,2121
7771,57,2002
7772,57,2094
7773,44,2331
7774,65,2100
7775,48,2270
7776,30,2230
7777,27,2453
7778,21,2834
7779,19,2321
7780,32,2252
7781,41,2148
7782,38,2346
7783,25,2766
7784,29,2334
7785,38,2308
7786,44,2090
7787,70,2198
7788,32,2440
7789,44,2042
7790,43,2193
7791,70,1948
7792,61,1912
7793,66,2203
7794,61,1840
7795,52,2134
7796,48,2159
7797,40,2226
7798,30,2443
7799,28,2669
7800,70,2036
7801,31,2099
7802,23,2587
7803,46,2151
7804,45,2104
7805,29,2461
7806,49,2356
7807,55,2298
7808,41,2084
7809,66,1802
7810,37,2325
7811,28,2791
7812,38,2232
7813,53,2181
7814,62,2060
7815,63,2077
7816,30,2185
7817,42,2309
7818,20,2543
7819,53,2095
7820,39,2050
7821,24,2684
7822,49,2459
7823,22,2388
7824,49,2441
7825,40,2038
7826,56,2307
7827,51,2030
7828,53,2443
7829,53,2474
7830,63,2042
7831,17,2446
7832,46,2097
7833,20,2561
7834,68,2018
7835,23,2378
7836,26,2550
7837,31,2366
7838,48,2469
7839,62,2273
7840,41,2093
7841,56,2133
7842,38,2230
7843,52,2122
7844,40,2030
7845,36,2262
7846,53,2305
7847,47,2438
7848,43,2160
7849,17,2804
7850,61,1812
7851,70,2270
7852,69,1823
7853,43,2240
7854,38,2273
7855,63,2003
7856,17,2451
7857,36,2440
7858,33,2400
7859,69,1886
7860,46,2129
7861,64,1881
7862,62,1975
7863,57,2085
7864,25,2828
7865,58,2339
7866,46,2298
7867,19,2613
7868,48,2322
7869,26,2622
7870,21,2572
7871,23,2571
7872,41,2472
7873,59,2495
7874,68,2138
7875,20,2817
7876,64,2223
7877,68,2022
7878,33,2456
7879,36,2274
7880,48,2018
7881,34,2440
7882,64,2164
7883,59,2338
7884,69,2135
7885,66,2106
7886,36,2072
7887,33,2371
7888,50,2005
7889,39,2347
7890,22,2472
7891,37,2570
7892,37,2211
7893,17,2714
7894,20,2466
7895,38,2362
7896,67,2072
7897,36,2424
7898,24,2321
7899,30,2313
7900,25,2577
7901,22,2461
7902,58,2146
7903,26,2646
7904,58,2408
7905,17,2440
7906,59,2380
7907,17,2872
7908,66,2185
7909,66,1946
7910,22,2399
7911,17,2503
7912,32,2236
7913,63,1932
7914,18,2358
7915,46,2321
7916,39,2564
7917,44,2407
7918,56,2496
7919,41,2327
7920,23,2537
7921,55,2401
7922,18,2449
7923,53,2098
7924,32,2033
7925,45,2020
7926,26,2547
7927,23,2354
7928,41,2439
7929,43,2114
7930,33,2150
7931,58,2212
7932,18,2894
7933,48,2458
7934,49,2058
7935,59,2384
7936,65,2283
7937,38,2485
7938,18,2357
7939,34,2581
7940,40,2421
7941,46,2121
7942,23,2598
7943,49,2005
7944,62,2010
7945,47,2484
7946,63,2125
7947,48,2470
7948,33,2101
7949,41,2270
7950,45,2387
7951,53,2203
7952,68,1805
7953,34,2299
7954,40,2124
7955,67,1920
7956,23,2490
7957,33,2282
7958,25,2691
7959,30,2225
7960,51,2332
7961,65,1847
7962,69,1852
7963,52,2199
7964,42,2220
7965,54,2440
7966,68,2275
7967,22,2475
7968,22,2654
7969,29,2688
7970,38,2022
7971,67,2087
7972,38,2079
7973,37,2313
7974,33,2600
7975,53,2208
7976,44,2319
7977,49,2353
7978,26,2771
7979,52,2403
7980,66,2017
7981,40,2115
7982,28,2818
7983,19,2821
7984,27,2703
7985,34,2044
7986,24,2802
7987,26,2664
7988,69,1985
7989,55,2094
7990,69,2239
7991,49,2365
7992,52,2358
7993,33,2566
7994,23,2318
7995,37,2373
7996,58,2323
7997,60,2115
7998,56,2071
7999,28,2584
8000,33,2544
8001,59,2215
8002,60,2206
8003,37,2433
8004,17,2705
8005,36,2330
8006,23,2842
8007,37,2467
8008,58,2090
8009,31,2062
8010,66,2252
8011,18,2386
8012,43,2064
8013,25,2568
8014,70,2132
8015,25,2499
8016,40,2438
8017,31,2156
8018,54,2395
8019,41,2476
8020,23,2468
8021,66,2134
8022,62,1906
8023,66,2171
8024,27,2390
8025,51,2056
8026,69,1868
8027,51,2289
8028,33,2589
8029,23,2770
8030,19,2593
8031,57,2167
8032,52,2340
8033,48,2075
8034,64,1893
8035,35,2154
8036,53,2004
8037,68,1871
8038,32,2352
8039,67,1880
8040,46,2037
8041,28,2622
8042,37,2583
8043,21,2565
8044,50,2093
8045,47,2037
8046,60,1960
8047,49,2188
8048,19,2766
8049,61,2024
8050,41,2212
8051,18,2572
8052,21,2404
8053,36,2412
8054,44,2163
8055,60,1871
8056,63,2193
8057,39,2037
8058,62,2026
8059,64,2187
8060,17,2647
8061,40,2049
8062,27,2502
8063,67,2098
8064,34,2333
8065,66,2146
8066,18,2369
8067,23,2580
8068,52,2294
8069,39,2345
8070,31,2447
8071,61,2054
8072,50,2270
8073,31,2583
8074,24,2561
8075,26,2464
8076,31,2489
8077,29,2515
8078,29,2896
8079,41,2351
8080,33,2110
8081,41,2043
8082,52,2500
8083,41,2295
8084,23,2784
8085,63,2215
8086,60,1861
8087,51,2043
8088,67,2239
8089,65,2058
8090,22,2604
8091,33,2540
8092,19,2322
8093,48,2368
8094,42,2445
8095,65,2090
8096,47,2128
8097,23,2783
8098,46,2373
8099,23,2616
8100,46,2385
8101,39,2499
8102,33,2134
8103,64,2281
8104,31,2460
8105,42,2302
8106,32,2413
8107,24,2479
8108,31,2551
8109,34,2247
8110,27,2597
8111,42,2247
8112,42,2453
8113,22,2759
8114,53,2225
8115,40,2093
8116,26,2544
8117,54,2030
8118,68,2168
8119,66,2078
8120,24,2713
8121,54,2418
8122,31,2193
8123,54,2054
8124,70,1937
8125,39,2190
8126,19,2568
8127,50,2037
8128,53,2277
8129,28,2476
8130,39,2535
8131,32,2236
8132,47,2380
8133,70,2121
8134,69,1923
8135,45,2149
8136,51,2045
8137,60,2137
8138,39,2519
8139,68,2185
8140,62,2293
8141,55,2376
8142,55,2294
8143,68,2154
8144,60,1941
8145,17,2606
8146,23,2568
8147,65,1808
8148,20,2565
8149,62,2088
8150,40,2125
8151,45,2368
8152,27,2552
8153,45,2242
8154,31,2110
8155,48,2471
8156,26,2305
8157,52,2407
8158,32,2144
8159,70,1841
8160,28,2739
8161,44,2379
8162,42,2136
8163,64,2186
8164,24,2801
8165,25,2663
8166,42,2013
8167,27,2691
8168,62,1867
8169,52,2150
8170,31,2330
8171,22,2564
8172,61,1828
8173,29,2486
8174,57,2001
8175,41,2126
8176,32,2340
8177,48,2186
8178,25,2406
8179,18,2790
8180,59,2293
8181,33,2132
8182,41,2132
8183,22,2503
8184,20,2532
8185,18,2330
8186,36,2119
8187,34,2557
8188,51,2277
8189,34,2180
8190,57,2430
8191,49,2017
8192,38,2417
8193,56,2103
8194,54,2126
8195,43,2042
8196,57,2471
8197,32,2224
8198,67,2079
8199,68,1966
8200,44,2160
8201,62,1873
8202,34,2010
8203,58,2169
8204,47,2005
8205,61,2263
8206,34,2312
8207,62,2138
8208,30,2518
8209,53,2417
8210,62,1931
8211,31,2074
8212,47,2463
8213,37,2184
8214,58,2009
8215,32,2450
8216,47,2202
8217,57,2463
8218,23,2529
8219,28,2777
8220,17,2314
8221,41,2370
8222,27,2302
8223,36,2560
8224,21,2643
8225,34,2195
8226,18,2845
8227,38,2156
8228,51,2289
8229,34,2508
8230,48,2317
8231,65,1816
8232,17,2789
8233,40,2441
8234,19,2593
8235,50,2034
8236,59,2424
8237,41,2347
8238,26,2543
8239,36,2345
8240,50,2002
8241,23,2380
8242,50,2169
8243,63,1993
8244,59,2166
8245,21,2663
8246,51,2125
8247,24,2766
8248,25,2393
8249,35,2530
8250,65,2057
8251,56,2336
8252,37,2077
8253,63,2124
8254,27,2615
8255,26,2748
8256,35,2327
8257,58,2209
8258,55,2053
8259,18,2493
8260,20,2550
8261,68,2214
8262,45,2356
8263,64,2168
8264,54,2260
8265,48,2138
8266,26,2351
8267,59,2189
8268,62,2058
8269,21,2678
8270,68,1870
8271,36,2123
8272,45,2289
8273,29,2676
8274,65,2084
8275,26,2658
8276,38,2346
8277,58,2201
8278,33,2444
8279,18,2319
8280,32,2494
8281,44,2181
8282,25,2456
8283,43,2324
8284,66,2228
8285,27,2301
8286,19,2438
8287,56,2086
8288,66,1918
8289,50,2352
8290,70,2163
8291,35,2377
8292,56,2257
8293,64,2044
8294,41,2347
8295,23,2889
8296,48,2365
8297,35,2252
8298,43,2246
8299,24,2521
8300,41,2000
8301,47,2382
8302,26,2782
8303,51,2372
8304,44,2245
8305,69,2105
8306,37,2246
8307,27,2699
8308,47,2407
8309,26,2857
8310,42,2464
8311,25,2381
8312,32,2481
8313,54,2473
8314,43,2344
8315,19,2802
8316,58,2146
8317,30,2307
8318,41,2177
8319,57,2494
8320,52,2424
8321,69,2274
8322,55,2460
8323,45,2048
8324,29,2781
8325,52,2488
8326,47,2297
8327,45,2061
8328,33,2034
8329,39,2354
8330,32,2330
8331,60,2142
8332,45,2357
8333,67,2291
8334,56,2293
8335,20,2474
8336,35,2024
8337,55,2330
8338,67,1926
8339,34,2168
8340,68,2139
8341,25,2572
8342,21,2560
8343,63,1992
8344,43,2219
8345,23,2607
8346,41,2034
8347,38,2490
8348,30,2283
8349,33,2408
8350,43,2455
8351,62,1959
8352,38,2453
8353,63,2242
8354,55,2038
8355,46,2074
8356,68,2140
8357,63,1932
8358,33,2306
8359,51,2490
8360,31,2458
8361,67,2114
8362,51,2050
8363,70,2013
8364,20,2332
8365,28,2524
8366,59,2352
8367,17,2654
8368,51,2180
8369,55,2443
8370,26,2543
8371,66,2092
8372,68,2262
8373,29,2393
8374,22,2624
8375,49,2093
8376,41,2069
8377,41,2049
8378,64,1802
8379,63,2277
8380,34,2177
8381,38,2408
8382,42,2024
8383,23,2853
8384,70,2206
8385,48,2333
8386,63,2171
8387,53,2297
8388,29,2622
8389,26,2347
8390,66,2139
8391,66,2078
8392,56,2445
8393,61,2245
8394,54,2085
8395,25,2888
8396,36,2228
8397,56,2367
8398,29,2684
8399,19,2685
8400,41,2148
8401,30,2001
8402,37,2417
8403,27,2414
8404,39,2183
8405,19,2754
8406,57,2263
8407,17,2525
8408,59,2191
8409,52,2202
8410,70,2213
8411,26,2708
8412,27,2847
8413,51,2148
8414,22,2818
8415,26,2676
8416,63,1874
8417,50,2348
8418,61,2103
8419,50,2287
8420,31,2435
8421,52,2375
8422,54,2407
8423,69,1810
8424,32,2448
8425,27,2643
8426,32,2355
8427,68,2197
8428,41,2204
8429,70,1974
8430,45,2256
8431,27,2881
8432,53,2025
8433,58,2414
8434,62,2141
8435,38,2211
8436,19,2797
8437,32,2228
8438,39,2327
8439,49,2481
8440,18,2837
8441,65,1880
8442,54,2008
8443,53,2026
8444,45,2035
8445,39,2277
8446,18,2514
8447,62,2216
8448,52,2144
8449,19,2340
8450,40,2065
8451,65,2134
8452,47,2109
8453,40,2126
8454,66,2058
8455,18,2743
8456,45,2462
8457,25,2484
8458,28,2794
8459,62,2219
8460,61,2126
8461,19,2718
8462,19,2829
8463,51,2060
8464,37,2426
8465,60,2218
8466,58,2277
8467,59,2429
8468,34,2366
8469,31,2248
8470,45,2475
8471,32,2190
8472,27,2681
8473,68,2253
8474,41,2205
8475,47,2002
8476,70,2243
8477,27,2760
8478,46,2426
8479,44,2397
8480,28,2417
8481,47,2127
8482,68,2088
8483,36,2574
8484,45,2053
8485,65,2125
8486,52,2060
8487,46,2005
8488,24,2325
8489,29,2714
8490,70,2224
8491,52,2312
8492,36,2586
8493,19,2349
8494,52,2280
8495,51,2170
8496,20,2567
8497,47,2428
8498,37,2056
8499,67,1901
8500,23,2739
8501,68,2020
8502,60,1824
8503,63,2237
8504,52,2310
8505,34,2367
8506,52,2156
8507,25,2849
8508,39,2440
8509,49,2002
8510,39,2324
8511,70,2056
8512,31,2200
8513,58,2464
8514,22,2630
8515,48,2341
8516,39,2272
8517,25,2828
8518,67,2139
8519,35,2574
8520,61,2248
8521,45,2054
8522,69,1819
8523,70,1996
8524,69,1842
8525,38,2344
8526,36,2447
8527,20,2615
8528,35,2490
8529,52,2002
8530,20,2372
8531,47,2405
8532,26,2701
8533,50,2063
8534,34,2525
8535,36,2522
8536,18,2722
8537,59,2496
8538,44,2293
8539,53,2046
8540,52,2262
8541,38,2166
8542,17,2541
8543,46,2158
8544,27,2590
8545,57,2051
8546,60,2068
8547,38,2125
8548,35,2430
8549,52,2066
8550,25,2675
8551,39,2139
8552,65,1898
8553,38,2367
8554,51,2188
8555,26,2562
8556,23,2799
8557,45,2026
8558,62,1984
8559,29,2476
8560,45,2468
8561,64,2164
8562,58,2286
8563,62,2003
8564,52,2461
8565,45,2302
8566,38,2419
8567,36,2238
8568,55,2288
8569,69,2244
8570,58,2372
8571,26,2673
8572,57,2497
8573,19,2571
8574,68,2188
8575,33,2202
8576,26,2349
8577,28,2666
8578,17,2658
8579,29,2680
8580,21,2425
8581,51,2169
8582,66,2288
8583,59,2410
8584,37,2506
8585,18,2761
8586,64,1857
8587,49,2315
8588,48,2321
8589,22,2828
8590,21,2723
8591,61,2253
8592,60,2188
8593,45,2342
8594,31,2377
8595,49,2184
8596,54,2431
8597,35,2251
8598,62,2247
8599,30,2271
8600,25,2735
8601,54,2161
8602,56,2116
8603,59,2483
8604,24,2433
8605,39,2152
8606,52,2418
8607,59,2276
8608,47,2224
8609,62,1918
8610,30,2209
8611,68,2078
8612,59,2285
8613,52,2272
8614,46,2460
8615,47,2072
8616,68,1853
8617,29,2331
8618,53,2187
8619,63,2043
8620,63,1815
8621,30,2146
8622,30,2378
8623,22,2516
8624,25,2468
8625,40,2076
8626,29,2567
8627,63,2216
8628,33,2462
8629,60,1929
8630,34,2175
8631,38,2406
8632,59,2351
8633,21,2564
8634,55,2019
8635,33,2598
8636,67,1983
8637,53,2152
8638,41,2303
8639,35,2374
8640,49,2378
8641,70,1870
8642,64,1823
8643,22,2760
8644,34,2190
8645,48,2029
8646,53,2347
8647,49,2489
8648,69,2090
8649,40,2114
8650,23,2421
8651,45,2226
8652,70,1890
8653,42,2227
8654,22,2828
8655,51,2410
8656,29,2318
8657,28,2644
8658,49,2324
8659,60,1974
8660,54,2415
8661,49,2002
8662,63,2137
8663,36,2281
8664,18,2735
8665,45,2058
8666,64,2195
8667,47,2394
8668,68,2021
8669,42,2010
8670,40,2191
8671,40,2337
8672,18,2859
8673,28,2341
8674,49,2367
8675,18,2687
8676,34,2559
8677,50,2477
8678,46,2021
8679,30,2057
8680,37,2526
8681,30,2302
8682,65,1989
8683,40,2200
8684,69,1864
8685,64,1811
8686,44,2415
8687,62,1804
8688,48,2393
8689,60,2066
8690,35,2080
8691,41,2485
8692,56,2404
8693,60,2043
8694,63,2196
8695,46,2430
8696,33,2387
8697,39,2090
8698,21,2701
8699,59,2139
8700,67,2075
8701,21,2622
8702,33,2505
8703,56,2097
8704,62,1882
8705,62,2148
8706,33,2144
8707,30,2233
8708,32,2140
8709,27,2573
8710,22,2661
8711,49,2184
8712,56,2070
8713,33,2445
8714,55,2132
8715,34,2214
8716,46,2069
8717,49,2285
8718,19,2821
8719,62,1847
8720,52,2478
8721,49,2412
8722,58,2256
8723,18,2306
8724,39,2222
8725,17,2861
8726,27,2509
8727,35,2465
8728,57,2105
8729,23,2883
8730,41,2330
8731,19,2542
8732,43,2479
8733,19,2781
8734,42,2415
8735,22,2792
8736,56,2273
8737,69,2234
8738,68,1894
8739,55,2239
8740,45,2033
8741,39,2292
8742,30,2223
8743,48,2236
8744,35,2387
8745,64,1822
8746,25,2537
8747,23,2428
8748,51,2146
8749,49,2242
8750,65,1970
8751,68,2180
8752,44,2354
8753,58,2078
8754,23,2764
8755,32,2450
8756,60,1833
8757,31,2208
8758,33,2070
8759,21,2830
8760,59,2282
8761,39,2426
8762,23,2866
8763,60,2145
8764,18,2679
8765,26,2829
8766,50,2166
8767,59,2372
8768,41,2159
8769,40,2051
8770,25,2468
8771,45,2189
8772,66,2181
8773,70,2105
8774,22,2578
8775,63,1904
8776,53,2078
8777,67,2053
8778,33,2112
8779,68,1845
8780,23,2303
8781,42,2438
8782,36,2589
8783,27,2438
8784,68,1956
8785,45,2265
8786,67,2245
8787,39,2295
8788,45,2355
8789,19,2834
8790,37,2079
8791,68,2022
8792,32,2520
8793,46,2028
8794,69,2110
8795,49,2197
8796,17,2720
8797,35,2231
8798,67,2260
8799,59,2105
8800,27,2402
8801,20,2302
8802,18,2643
8803,38,2039
8804,56,2266
8805,23,2867
8806,53,2056
8807,35,2318
8808,35,2041
8809,41,2111
8810,69,1859
8811,70,1874
8812,34,2071
8813,70,2161
8814,27,2599
8815,61,2163
8816,32,2339
8817,47,2258
8818,54,2021
8819,26,2763
8820,31,2151
8821,60,1911
8822,42,2093
8823,53,2085
8824,18,2596
8825,28,2747
8826,57,2484
8827,35,2415
8828,38,2030
8829,62,2260
8830,52,2385
8831,47,2293
8832,19,2565
8833,19,2360
8834,40,2305
8835,31,2472
8836,40,2055
8837,37,2312
8838,63,2290
8839,36,2392
8840,42,2117
8841,29,2484
8842,34,2139
8843,40,2242
8844,27,2349
8845,42,2448
8846,33,2274
8847,48,2309
8848,65,1906
8849,66,1853
8850,57,2224
8851,31,2221
8852,60,2101
8853,68,2187
8854,65,2224
8855,38,2180
8856,65,2071
8857,22,2448
8858,33,2249
8859,29,2706
8860,29,2884
8861,20,2467
8862,66,2032
8863,34,2153
8864,35,2169
8865,20,2786
8866,41,2328
8867,69,1849
8868,18,2577
